"Run 1: Time (s)","Run 1: Acceleration (m/sÂ²)"
19.06,-0.793510148757
19.08,-1.01743200468
19.1,-0.625568756816
19.12,-0.709539452786
19.14,-0.765519916767
19.16,-0.457627364874
19.18,-0.513607828855
19.2,-0.289685972933
19.22,-0.541598060845
19.24,-0.177725044972
19.26,-0.261695740943
19.28,-0.205715276962
19.3,-0.233705508952
19.32,-0.149734812982
19.34,-0.289685972933
19.36,0.270118666872
19.38,0.214138202891
19.4,0.689972146725
19.42,0.186147970901
19.44,0.270118666872
19.46,0.158157738911
19.48,0.494040522794
19.5,0.354089362842
19.52,0.522030754784
19.54,0.661981914735
19.56,0.661981914735
19.58,0.801933074686
19.6,0.745952610706
19.62,0.745952610706
19.64,0.885903770657
19.66,0.857913538667
19.68,0.941884234637
19.7,0.885903770657
19.72,0.941884234637
19.74,0.829923306676
19.76,0.885903770657
19.78,0.857913538667
19.8,0.857913538667
19.82,0.829923306676
19.84,0.829923306676
19.86,0.941884234637
19.88,0.773942842696
19.9,0.745952610706
19.92,0.829923306676
19.94,0.633991682745
19.96,0.717962378715
19.98,0.773942842696
20,0.522030754784
20.02,0.578011218764
20.04,0.661981914735
20.06,0.606001450755
20.08,0.550020986774
20.1,0.578011218764
20.12,0.214138202891
20.14,0.186147970901
20.16,0.522030754784
20.18,0.298108898862
20.2,0.326099130852
20.22,0.214138202891
20.24,0.0182065789597
20.26,0.0461968109499
20.28,0.0741870429402
20.3,0.10217727493
20.32,-0.065764117011
20.34,-0.177725044972
20.36,-0.205715276962
20.38,-0.289685972933
20.4,-0.485617596864
20.42,-0.233705508952
20.44,-0.653558988806
20.46,-0.345666436913
20.48,-0.513607828855
20.5,-0.793510148757
20.52,-0.597578524825
20.54,-0.737529684777
20.56,-0.569588292835
20.58,-0.821500380747
20.6,-0.793510148757
20.62,-0.877480844728
20.64,-0.737529684777
20.66,-0.905471076718
20.68,-0.765519916767
20.7,-0.793510148757
20.72,-0.849490612737
20.74,-0.877480844728
20.76,-0.821500380747
20.78,-0.849490612737
20.8,-0.821500380747
20.82,-0.821500380747
20.84,-0.765519916767
20.86,-0.765519916767
20.88,-0.765519916767
20.9,-0.709539452786
20.92,-0.569588292835
20.94,-0.681549220796
20.96,-0.457627364874
20.98,-0.653558988806
21,-0.429637132884
21.02,-0.261695740943
21.04,-0.709539452786
21.06,-0.177725044972
21.08,-0.149734812982
21.1,-0.373656668904
21.12,-0.065764117011
21.14,-0.233705508952
21.16,-0.261695740943
21.18,-0.177725044972
21.2,0.130167506921
21.22,-0.0377738850208
21.24,0.10217727493
21.26,0.550020986774
21.28,0.214138202891
21.3,0.242128434882
21.32,0.214138202891
21.34,0.298108898862
21.36,0.354089362842
21.38,0.130167506921
21.4,0.773942842696
21.42,0.438060058813
21.44,0.410069826823
21.46,0.606001450755
21.48,0.494040522794
21.5,0.689972146725
21.52,0.717962378715
21.54,0.745952610706
21.56,0.801933074686
21.58,0.689972146725
21.6,0.661981914735
21.62,0.829923306676
21.64,0.829923306676
21.66,0.773942842696
21.68,0.773942842696
21.7,0.745952610706
21.72,0.689972146725
21.74,0.689972146725
21.76,0.661981914735
21.78,0.606001450755
21.8,0.717962378715
21.82,0.578011218764
21.84,0.494040522794
21.86,0.438060058813
21.88,0.494040522794
21.9,0.466050290803
21.92,0.550020986774
21.94,0.466050290803
21.96,0.354089362842
21.98,0.270118666872
22,0.326099130852
22.02,0.214138202891
22.04,0.130167506921
22.06,0.0741870429402
22.08,0.158157738911
22.1,-0.0377738850208
22.12,-0.121744580991
22.14,-0.149734812982
22.16,-0.065764117011
22.18,-0.205715276962
22.2,-0.261695740943
22.22,-0.261695740943
22.24,-0.233705508952
22.26,-0.317676204923
22.28,-0.345666436913
22.3,-0.513607828855
22.32,-0.401646900894
22.34,-0.457627364874
22.36,-0.625568756816
22.38,-0.653558988806
22.4,-0.485617596864
22.42,-0.569588292835
22.44,-0.653558988806
22.46,-0.709539452786
22.48,-0.625568756816
22.5,-0.765519916767
22.52,-0.765519916767
22.54,-0.681549220796
22.56,-0.709539452786
22.58,-0.765519916767
22.6,-0.709539452786
22.62,-0.709539452786
22.64,-0.709539452786
22.66,-0.709539452786
22.68,-0.653558988806
22.7,-0.625568756816
22.72,-0.653558988806
22.74,-0.569588292835
22.76,-0.597578524825
22.78,-0.457627364874
22.8,-0.541598060845
22.82,-0.513607828855
22.84,-0.485617596864
22.86,-0.345666436913
22.88,-0.429637132884
22.9,-0.485617596864
22.92,-0.233705508952
22.94,-0.00978365303054
22.96,-0.289685972933
22.98,-0.177725044972
23,-0.065764117011
23.02,-0.149734812982
23.04,0.0182065789597
23.06,0.0461968109499
23.08,-0.065764117011
23.1,-0.00978365303054
23.12,-0.065764117011
23.14,0.186147970901
23.16,0.382079594833
23.18,0.186147970901
23.2,0.242128434882
23.22,0.158157738911
23.24,0.522030754784
23.26,0.186147970901
23.28,0.354089362842
23.3,0.494040522794
23.32,0.633991682745
23.34,0.326099130852
23.36,0.522030754784
23.38,0.550020986774
23.4,0.494040522794
23.42,0.578011218764
23.44,0.606001450755
23.46,0.578011218764
23.48,0.578011218764
23.5,0.550020986774
23.52,0.606001450755
23.54,0.606001450755
23.56,0.550020986774
23.58,0.550020986774
23.6,0.550020986774
23.62,0.522030754784
23.64,0.522030754784
23.66,0.522030754784
23.68,0.410069826823
23.7,0.550020986774
23.72,0.410069826823
23.74,0.382079594833
23.76,0.438060058813
23.78,0.466050290803
23.8,0.158157738911
23.82,0.242128434882
23.84,0.242128434882
23.86,0.0461968109499
23.88,0.242128434882
23.9,0.0741870429402
23.92,-0.065764117011
23.94,0.10217727493
23.96,0.130167506921
23.98,-0.065764117011
24,-0.233705508952
24.02,-0.0937543490012
24.04,-0.205715276962
24.06,-0.289685972933
24.08,-0.121744580991
24.1,-0.149734812982
24.12,-0.317676204923
24.14,-0.261695740943
24.16,-0.569588292835
24.18,-0.345666436913
24.2,-0.485617596864
24.22,-0.429637132884
24.24,-0.569588292835
24.26,-0.429637132884
24.28,-0.653558988806
24.3,-0.541598060845
24.32,-0.625568756816
24.34,-0.597578524825
24.36,-0.625568756816
24.38,-0.513607828855
24.4,-0.653558988806
24.42,-0.597578524825
24.44,-0.569588292835
24.46,-0.625568756816
24.48,-0.569588292835
24.5,-0.597578524825
24.52,-0.569588292835
24.54,-0.541598060845
24.56,-0.513607828855
24.58,-0.457627364874
24.6,-0.429637132884
24.62,-0.429637132884
24.64,-0.429637132884
24.66,-0.401646900894
24.68,-0.345666436913
24.7,-0.317676204923
24.72,-0.317676204923
24.74,-0.317676204923
24.76,-0.233705508952
24.78,-0.261695740943
24.8,-0.0377738850208
24.82,-0.345666436913
24.84,-0.261695740943
24.86,0.0182065789597
24.88,-0.149734812982
24.9,0.10217727493
24.92,-0.0377738850208
24.94,-0.00978365303054
24.96,-0.00978365303054
24.98,0.10217727493
25,0.0741870429402
25.02,0.186147970901
25.04,0.10217727493
25.06,0.214138202891
25.08,0.354089362842
25.1,0.214138202891
25.12,0.382079594833
25.14,0.438060058813
25.16,0.382079594833
25.18,0.326099130852
25.2,0.382079594833
25.22,0.298108898862
25.24,0.354089362842
25.26,0.410069826823
25.28,0.466050290803
25.3,0.410069826823
25.32,0.466050290803
25.34,0.410069826823
25.36,0.438060058813
25.38,0.438060058813
25.4,0.410069826823
25.42,0.438060058813
25.44,0.382079594833
25.46,0.494040522794
25.48,0.410069826823
25.5,0.382079594833
25.52,0.242128434882
25.54,0.354089362842
25.56,0.326099130852
25.58,0.298108898862
25.6,0.242128434882
25.62,0.382079594833
25.64,0.242128434882
25.66,0.0741870429402
25.68,0.214138202891
25.7,0.158157738911
25.72,0.130167506921
25.74,0.242128434882
25.76,0.0182065789597
25.78,0.0182065789597
25.8,0.0461968109499
25.82,-0.065764117011
25.84,-0.149734812982
25.86,-0.233705508952
25.88,0.0741870429402
25.9,-0.149734812982
25.92,-0.149734812982
25.94,-0.177725044972
25.96,-0.149734812982
25.98,-0.233705508952
26,-0.345666436913
26.02,-0.289685972933
26.04,-0.205715276962
26.06,-0.345666436913
26.08,-0.345666436913
26.1,-0.429637132884
26.12,-0.429637132884
26.14,-0.373656668904
26.16,-0.429637132884
26.18,-0.317676204923
26.2,-0.513607828855
26.22,-0.457627364874
26.24,-0.429637132884
26.26,-0.429637132884
26.28,-0.541598060845
26.3,-0.457627364874
26.32,-0.457627364874
26.34,-0.457627364874
26.36,-0.429637132884
26.38,-0.345666436913
26.4,-0.345666436913
26.42,-0.289685972933
26.44,-0.261695740943
26.46,-0.177725044972
26.48,-0.345666436913
26.5,-0.289685972933
26.52,-0.233705508952
26.54,-0.233705508952
26.56,-0.233705508952
26.58,-0.205715276962
26.6,-0.205715276962
26.62,-0.00978365303054
26.64,-0.205715276962
26.66,-0.065764117011
26.68,-0.121744580991
26.7,-0.149734812982
26.72,-0.177725044972
26.74,0.0461968109499
26.76,0.10217727493
26.78,-0.065764117011
26.8,0.0741870429402
26.82,-0.00978365303054
26.84,0.130167506921
26.86,0.0182065789597
26.88,0.0461968109499
26.9,-0.0377738850208
26.92,0.10217727493
26.94,0.158157738911
26.96,0.186147970901
26.98,0.242128434882
27,0.214138202891
27.02,0.186147970901
27.04,0.270118666872
27.06,0.242128434882
27.08,0.242128434882
27.1,0.270118666872
27.12,0.270118666872
27.14,0.242128434882
27.16,0.326099130852
27.18,0.270118666872
27.2,0.242128434882
27.22,0.326099130852
27.24,0.242128434882
27.26,0.270118666872
27.28,0.214138202891
27.3,0.242128434882
27.32,0.270118666872
27.34,0.214138202891
27.36,0.214138202891
27.38,0.130167506921
27.4,0.186147970901
27.42,0.214138202891
27.44,0.10217727493
27.46,0.186147970901
27.48,0.214138202891
27.5,0.186147970901
27.52,0.186147970901
27.54,0.0461968109499
27.56,0.0182065789597
27.58,0.0461968109499
27.6,0.0182065789597
27.62,0.0461968109499
27.64,0.0182065789597
27.66,0.0741870429402
27.68,0.0182065789597
27.7,-0.0377738850208
27.72,-0.065764117011
27.74,-0.065764117011
27.76,-0.00978365303054
27.78,-0.149734812982
27.8,-0.121744580991
27.82,-0.177725044972
27.84,-0.177725044972
27.86,-0.233705508952
27.88,-0.177725044972
27.9,-0.261695740943
27.92,-0.177725044972
27.94,-0.233705508952
27.96,-0.289685972933
27.98,-0.233705508952
28,-0.261695740943
28.02,-0.233705508952
28.04,-0.233705508952
28.06,-0.289685972933
28.08,-0.289685972933
28.1,-0.289685972933
28.12,-0.317676204923
28.14,-0.289685972933
28.16,-0.289685972933
28.18,-0.261695740943
28.2,-0.289685972933
28.22,-0.261695740943
28.24,-0.205715276962
28.26,-0.177725044972
28.28,-0.177725044972
28.3,-0.233705508952
28.32,-0.149734812982
28.34,-0.149734812982
28.36,-0.177725044972
28.38,-0.177725044972
28.4,-0.177725044972
28.42,-0.149734812982
28.44,-0.177725044972
28.46,-0.121744580991
28.48,-0.121744580991
28.5,-0.121744580991
28.52,-0.065764117011
28.54,-0.121744580991
28.56,-0.0377738850208
28.58,-0.121744580991
28.6,-0.00978365303054
28.62,0.10217727493
28.64,-0.00978365303054
28.66,-0.00978365303054
28.68,0.0182065789597
28.7,0.0182065789597
28.72,0.0741870429402
28.74,0.0461968109499
28.76,0.0741870429402
28.78,0.0741870429402
28.8,0.10217727493
28.82,0.10217727493
28.84,0.10217727493
28.86,0.10217727493
28.88,0.130167506921
28.9,0.0461968109499
28.92,0.242128434882
28.94,0.10217727493
28.96,0.0741870429402
28.98,0.186147970901
29,0.158157738911
29.02,0.158157738911
29.04,0.130167506921
29.06,0.214138202891
29.08,0.158157738911
29.1,0.130167506921
29.12,0.0741870429402
29.14,0.0741870429402
29.16,0.10217727493
29.18,0.10217727493
29.2,0.0461968109499
29.22,0.0741870429402
29.24,0.0741870429402
29.26,0.158157738911
29.28,0.10217727493
29.3,0.0741870429402
29.32,0.10217727493
29.34,0.0461968109499
29.36,0.0741870429402
29.38,0.10217727493
29.4,-0.0377738850208
29.42,0.0182065789597
29.44,-0.00978365303054
29.46,0.0182065789597
29.48,0.0182065789597
29.5,-0.00978365303054
29.52,-0.00978365303054
29.54,-0.0377738850208
29.56,-0.00978365303054
29.58,-0.0377738850208
29.6,-0.065764117011
29.62,-0.00978365303054
29.64,-0.065764117011
29.66,-0.121744580991
29.68,-0.121744580991
29.7,-0.149734812982
29.72,-0.0937543490012
29.74,-0.121744580991
29.76,-0.149734812982
29.78,-0.121744580991
29.8,-0.121744580991
29.82,-0.0937543490012
29.84,-0.149734812982
29.86,-0.121744580991
29.88,-0.0937543490012
29.9,-0.149734812982
29.92,-0.149734812982
29.94,-0.177725044972
29.96,-0.233705508952
29.98,-0.149734812982
30,-0.177725044972
30.02,-0.149734812982
30.04,-0.121744580991
30.06,-0.0937543490012
30.08,-0.0377738850208
30.1,-0.065764117011
30.12,-0.0937543490012
30.14,-0.0377738850208
30.16,-0.0937543490012
30.18,-0.065764117011
30.2,-0.065764117011
30.22,-0.065764117011
30.24,-0.0937543490012
30.26,-0.065764117011
30.28,-0.0937543490012
30.3,-0.0377738850208
30.32,-0.0377738850208
30.34,-0.065764117011
30.36,-0.0937543490012
30.38,-0.0377738850208
30.4,-0.065764117011
30.42,-0.065764117011
30.44,-0.065764117011
30.46,-0.0937543490012
30.48,-0.0377738850208
30.5,-0.00978365303054
30.52,-0.00978365303054
30.54,-0.065764117011
30.56,-0.0377738850208
30.58,-0.00978365303054
30.6,-0.00978365303054
30.62,-0.00978365303054
30.64,-0.0377738850208
30.66,0.0182065789597
30.68,0.0182065789597
30.7,-0.00978365303054
30.72,-0.00978365303054
30.74,0.0182065789597
30.76,-0.00978365303054
30.78,0.0182065789597
30.8,0.0741870429402
30.82,0.0461968109499
30.84,0.0461968109499
30.86,0.0461968109499
30.88,0.0741870429402
30.9,0.0182065789597
30.92,0.0741870429402
30.94,-0.00978365303054
30.96,-0.00978365303054
30.98,-0.0377738850208
31,-0.00978365303054
31.02,-0.00978365303054
31.04,-0.00978365303054
31.06,-0.00978365303054
31.08,-0.00978365303054
31.1,-0.00978365303054
31.12,-0.00978365303054
31.14,0.0461968109499
31.16,0.0182065789597
31.18,-0.0377738850208
31.2,-0.00978365303054
31.22,-0.0377738850208
31.24,-0.00978365303054
31.26,-0.065764117011
31.28,0.0182065789597
31.3,-0.00978365303054
31.32,-0.0377738850208
31.34,-0.00978365303054
31.36,-0.0377738850208
31.38,-0.00978365303054
31.4,-0.0377738850208
31.42,-0.065764117011
31.44,-0.0377738850208
31.46,-0.0377738850208
31.48,-0.121744580991
31.5,-0.0937543490012
31.52,-0.065764117011
31.54,-0.0937543490012
31.56,-0.065764117011
31.58,-0.0937543490012
31.6,-0.0377738850208
31.62,-0.065764117011
31.64,-0.0377738850208
31.66,-0.0377738850208
31.68,-0.0377738850208
31.7,-0.0377738850208
31.72,-0.065764117011
31.74,-0.065764117011
31.76,-0.0937543490012
31.78,-0.0937543490012
31.8,-0.0937543490012
31.82,-0.065764117011
31.84,-0.065764117011
31.86,-0.0377738850208
31.88,-0.0377738850208
31.9,-0.0377738850208
31.92,-0.0377738850208
31.94,-0.065764117011
31.96,-0.00978365303054
31.98,-0.0377738850208
32,-0.0377738850208
32.02,-0.065764117011
32.04,-0.065764117011
32.06,-0.0377738850208
32.08,-0.065764117011
32.1,-0.0377738850208
32.12,-0.0377738850208
32.14,-0.0377738850208
32.16,-0.0377738850208
32.18,-0.00978365303054
32.2,-0.065764117011
32.22,-0.0377738850208
32.24,-0.065764117011
32.26,-0.065764117011
32.28,-0.0377738850208
32.3,-0.065764117011
32.32,-0.065764117011
32.34,-0.0377738850208
32.36,-0.0377738850208
32.38,-0.0377738850208
32.4,-0.065764117011
32.42,-0.065764117011
32.44,-0.0937543490012
32.46,-0.00978365303054
32.48,-0.065764117011
32.5,-0.0377738850208
32.52,-0.0937543490012
32.54,-0.0377738850208
32.56,-0.0377738850208
32.58,-0.0377738850208
32.6,-0.0377738850208
32.62,-0.0377738850208
32.64,-0.00978365303054
32.66,-0.0377738850208
32.68,-0.0377738850208
32.7,-0.065764117011
32.72,-0.00978365303054
32.74,-0.0377738850208
32.76,-0.0377738850208
32.78,-0.065764117011
32.8,-0.065764117011
32.82,-0.065764117011
32.84,-0.065764117011
32.86,-0.0377738850208
32.88,-0.065764117011
32.9,-0.0377738850208
32.92,-0.065764117011
32.94,-0.0937543490012
32.96,-0.065764117011
32.98,-0.065764117011
33,-0.0377738850208
33.02,-0.065764117011
33.04,-0.00978365303054
33.06,-0.065764117011
33.08,-0.00978365303054
33.1,-0.065764117011
33.12,-0.0377738850208
33.14,-0.065764117011
33.16,-0.00978365303054
33.18,-0.0377738850208
33.2,-0.0377738850208
33.22,-0.0377738850208
33.24,-0.00978365303054
33.26,-0.00978365303054
33.28,-0.065764117011
33.3,-0.0377738850208
33.32,-0.0377738850208
33.34,-0.0377738850208
33.36,-0.065764117011
33.38,-0.0377738850208
33.4,-0.065764117011
33.42,-0.0377738850208
33.44,-0.00978365303054
33.46,-0.0377738850208
33.48,-0.0377738850208
33.5,-0.065764117011
33.52,-0.0377738850208
33.54,-0.065764117011
33.56,-0.065764117011
33.58,-0.00978365303054
33.6,-0.065764117011
33.62,-0.00978365303054
33.64,-0.065764117011
33.66,-0.065764117011
33.68,-0.00978365303054
33.7,-0.0377738850208
33.72,-0.00978365303054
33.74,-0.065764117011
33.76,-0.00978365303054
33.78,-0.0377738850208
33.8,-0.0377738850208
33.82,-0.065764117011
33.84,-0.065764117011
33.86,-0.065764117011
33.88,-0.0377738850208
33.9,-0.0377738850208
33.92,-0.065764117011
33.94,-0.0377738850208
33.96,-0.0377738850208
33.98,-0.065764117011
34,-0.0377738850208
34.02,-0.0377738850208
34.04,-0.00978365303054
34.06,-0.065764117011
34.08,-0.065764117011
34.1,-0.065764117011
34.12,-0.065764117011
34.14,-0.0377738850208
34.16,-0.065764117011
34.18,-0.0377738850208
34.2,-0.0377738850208
34.22,-0.065764117011
34.24,-0.0377738850208
34.26,-0.0377738850208
34.28,-0.065764117011
34.3,-0.0377738850208
34.32,-0.0377738850208
34.34,-0.065764117011
34.36,-0.0377738850208
34.38,-0.065764117011
34.4,-0.0377738850208
34.42,-0.0377738850208
34.44,-0.0937543490012
34.46,-0.0377738850208
34.48,-0.065764117011
34.5,-0.0377738850208
34.52,-0.0377738850208
34.54,-0.0377738850208
34.56,-0.0377738850208
34.58,-0.0377738850208
34.6,-0.00978365303054
34.62,-0.065764117011
34.64,-0.0377738850208
34.66,-0.0377738850208
34.68,-0.065764117011
34.7,-0.065764117011
34.72,-0.0377738850208
34.74,-0.0377738850208
34.76,-0.065764117011
34.78,-0.0377738850208
34.8,-0.0377738850208
34.82,-0.0377738850208
34.84,-0.0377738850208
34.86,-0.0377738850208
34.88,-0.065764117011
34.9,-0.00978365303054
34.92,-0.0377738850208
34.94,-0.065764117011
34.96,-0.00978365303054
34.98,-0.065764117011
35,-0.0377738850208
35.02,-0.0377738850208
35.04,-0.00978365303054
35.06,-0.0377738850208
35.08,-0.00978365303054
35.1,-0.0377738850208
35.12,-0.0377738850208
35.14,-0.0377738850208
35.16,-0.065764117011
35.18,-0.065764117011
35.2,-0.0377738850208
35.22,-0.065764117011
35.24,-0.065764117011
35.26,-0.0377738850208
35.28,-0.0377738850208
35.3,-0.0377738850208
35.32,-0.0377738850208
35.34,-0.0377738850208
35.36,-0.065764117011
35.38,-0.0377738850208
35.4,-0.065764117011
35.42,-0.065764117011
35.44,-0.0377738850208
35.46,-0.0377738850208
35.48,-0.065764117011
35.5,-0.0377738850208
35.52,-0.0377738850208
35.54,-0.065764117011
35.56,0.0182065789597
35.58,-0.0377738850208
35.6,-0.00978365303054
35.62,-0.065764117011
35.64,-0.0377738850208
35.66,-0.065764117011
35.68,-0.065764117011
35.7,-0.0377738850208
35.72,-0.065764117011
35.74,-0.0377738850208
35.76,-0.065764117011
35.78,-0.0377738850208
35.8,-0.0377738850208
35.82,-0.00978365303054
35.84,-0.0377738850208
35.86,-0.065764117011
35.88,-0.0377738850208
35.9,-0.0377738850208
35.92,-0.0377738850208
35.94,-0.0377738850208
35.96,-0.0377738850208
35.98,-0.065764117011
36,-0.0377738850208
36.02,-0.0377738850208
36.04,-0.00978365303054
36.06,-0.0377738850208
36.08,-0.0377738850208
36.1,-0.00978365303054
36.12,-0.065764117011
36.14,-0.00978365303054
36.16,-0.065764117011
36.18,-0.065764117011
36.2,-0.065764117011
36.22,-0.065764117011
36.24,-0.0377738850208
36.26,-0.065764117011
36.28,-0.0377738850208
36.3,-0.0377738850208
36.32,-0.0377738850208
36.34,-0.0377738850208
36.36,-0.0377738850208
36.38,-0.0377738850208
36.4,-0.065764117011
36.42,-0.065764117011
36.44,-0.065764117011
36.46,-0.065764117011
36.48,-0.065764117011
36.5,-0.00978365303054
36.52,-0.0377738850208
36.54,-0.0377738850208
36.56,-0.0377738850208
36.58,-0.0377738850208
36.6,-0.00978365303054
36.62,-0.065764117011
36.64,-0.00978365303054
36.66,-0.065764117011
36.68,-0.00978365303054
36.7,-0.0377738850208
36.72,-0.0377738850208
